Protein(s)	Protein Description(s)	Sequence Coverage	PSMs	NSAF	Distinct Peptides	Unique Peptides	Protein Group Number
gi|223999867|ref|XP_002289606.1|,gi|220974814|gb|EED93143.1|	U5 small nuclear ribonucleoprotein, RNA helicase, partial [Thalassiosira pseudonana CCMP1335]	0.056	2	1.66e-5	2	2	2578
gi|224000005|ref|XP_002289675.1|,gi|220974883|gb|EED93212.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.129	2	7.18e-5	1	1	2579
gi|224000065|ref|XP_002289705.1|,gi|220974913|gb|EED93242.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.152	2	5.74e-5	2	2	2580
gi|224000139|ref|XP_002289742.1|,gi|220974950|gb|EED93279.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.053	2	1.63e-5	2	2	2581
gi|224000205|ref|XP_002289775.1|,gi|220974983|gb|EED93312.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.029	2	2.04e-5	1	1	2582
gi|224000455|ref|XP_002289900.1|,gi|220975108|gb|EED93437.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.024	2	7.61e-6	2	2	2583
gi|224000457|ref|XP_002289901.1|,gi|220975109|gb|EED93438.1|	ABC transporter protein family, partial [Thalassiosira pseudonana CCMP1335]	0.039	2	1.56e-5	2	2	2584
gi|224000545|ref|XP_002289945.1|,gi|220975153|gb|EED93482.1|	replication factor C 37 KD subunit [Thalassiosira pseudonana CCMP1335]	0.081	2	2.41e-5	2	2	2585
gi|224000756|ref|XP_002290050.1|,gi|220973472|gb|EED91802.1|	hypothetical protein THAPSDRAFT_262381, partial [Thalassiosira pseudonana CCMP1335]	0.253	2	1.11e-4	2	2	2586
gi|224000820|ref|XP_002290082.1|,gi|220973504|gb|EED91834.1|	hypothetical protein THAPSDRAFT_22570 [Thalassiosira pseudonana CCMP1335]	0.055	2	2.00e-5	2	2	2587
gi|224000830|ref|XP_002290087.1|,gi|220973509|gb|EED91839.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.110	2	2.94e-5	2	2	2588
gi|224000848|ref|XP_002290096.1|,gi|220973518|gb|EED91848.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.072	2	3.75e-5	1	1	2589
gi|224000944|ref|XP_002290144.1|,gi|220973566|gb|EED91896.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.050	2	1.49e-5	2	2	2590
gi|224000978|ref|XP_002290161.1|,gi|220973583|gb|EED91913.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.011	2	5.31e-6	2	2	2591
gi|224000994|ref|XP_002290169.1|,gi|220973591|gb|EED91921.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.052	2	3.36e-5	1	1	2592
gi|224001136|ref|XP_002290240.1|,gi|220973662|gb|EED91992.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.047	2	1.09e-5	2	2	2593
gi|224001272|ref|XP_002290308.1|,gi|220973730|gb|EED92060.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.214	2	4.25e-5	2	2	2594
gi|224001390|ref|XP_002290367.1|,gi|220973789|gb|EED92119.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.029	2	1.75e-5	1	1	2595
gi|224001426|ref|XP_002290385.1|,gi|220973807|gb|EED92137.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.090	2	2.77e-5	2	2	2596
gi|224001492|ref|XP_002290418.1|,gi|220973840|gb|EED92170.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.041	2	1.07e-5	2	2	2597
gi|224001578|ref|XP_002290461.1|,gi|220973883|gb|EED92213.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.016	2	7.83e-6	1	1	2598
gi|224001734|ref|XP_002290539.1|,gi|220973961|gb|EED92291.1|	hypothetical protein THAPSDRAFT_34505 [Thalassiosira pseudonana CCMP1335]	0.022	2	7.81e-6	2	2	2599
gi|224001784|ref|XP_002290564.1|,gi|220973986|gb|EED92316.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.456	2	1.22e-4	2	2	2600
gi|224001808|ref|XP_002290576.1|,gi|220973998|gb|EED92328.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.022	2	3.01e-5	1	0	2601
gi|589908184|dbj|BAO52719.1|	delta carbonic anhydrase [Thalassiosira pseudonana CCMP1335]	0.015	2	2.06e-5	1	0	2601
gi|224001854|ref|XP_002290599.1|,gi|220974021|gb|EED92351.1|	cytochrome oxidase-like protein, partial [Thalassiosira pseudonana CCMP1335]	0.147	2	3.60e-5	2	2	2602
gi|224001866|ref|XP_002290605.1|,gi|220974027|gb|EED92357.1|	ABC transporter [Thalassiosira pseudonana CCMP1335]	0.027	2	1.17e-5	2	2	2603
gi|224002118|ref|XP_002290731.1|,gi|220974153|gb|EED92483.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.038	2	8.24e-6	2	2	2604
gi|224002234|ref|XP_002290789.1|,gi|220974211|gb|EED92541.1|	RM47, ribosomal protein 47 mitochondrial large ribosomal subunit, partial [Thalassiosira pseudonana CCMP1335]	0.124	2	9.35e-5	1	1	2605
gi|224002250|ref|XP_002290797.1|,gi|220974219|gb|EED92549.1|	RM17, ribosomal protein 17 mitochondrial large ribosomal subunit, partial [Thalassiosira pseudonana CCMP1335]	0.068	2	7.06e-5	1	1	2606
gi|224002298|ref|XP_002290821.1|,gi|220974243|gb|EED92573.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.012	2	1.00e-5	1	1	2607
gi|224002579|ref|XP_002290961.1|,gi|220972737|gb|EED91068.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.090	2	2.49e-5	2	2	2608
gi|224002607|ref|XP_002290975.1|,gi|220972751|gb|EED91082.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.043	2	1.22e-5	2	2	2609
gi|224002679|ref|XP_002291011.1|,gi|220972787|gb|EED91118.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.013	2	1.22e-5	1	1	2610
gi|224002685|ref|XP_002291014.1|,gi|220972790|gb|EED91121.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.029	2	1.62e-5	1	1	2611
gi|224003279|ref|XP_002291311.1|,gi|220973087|gb|EED91418.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.100	2	2.19e-5	2	2	2612
gi|224003373|ref|XP_002291358.1|,gi|220973134|gb|EED91465.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.131	2	8.41e-5	1	1	2613
gi|224003473|ref|XP_002291408.1|,gi|220973184|gb|EED91515.1|	phosphoglycerate kinase [Thalassiosira pseudonana CCMP1335]	0.032	2	1.64e-5	2	2	2614
gi|224003897|ref|XP_002291620.1|,gi|220973396|gb|EED91727.1|	ras-related protein, partial [Thalassiosira pseudonana CCMP1335]	0.041	2	1.38e-5	2	2	2615
gi|224003971|ref|XP_002291657.1|,gi|220973433|gb|EED91764.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.154	2	5.82e-5	1	1	2616
gi|224004204|ref|XP_002295753.1|,gi|209585785|gb|ACI64470.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.102	2	4.23e-5	1	1	2617
gi|224004454|ref|XP_002295878.1|,gi|209585910|gb|ACI64595.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.026	2	1.02e-5	1	1	2618
gi|224004486|ref|XP_002295894.1|,gi|209585926|gb|ACI64611.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.075	2	6.21e-5	1	1	2619
gi|224004524|ref|XP_002295913.1|,gi|209585945|gb|ACI64630.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.043	2	1.39e-5	2	2	2620
gi|224004572|ref|XP_002295937.1|,gi|209585969|gb|ACI64654.1|	protein kinase [Thalassiosira pseudonana CCMP1335]	0.015	2	1.51e-5	1	1	2621
gi|209583517|gb|ACI64203.1|,gi|224011423|ref|XP_002295486.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.011	2	1.19e-5	1	1	2621
gi|224011431|ref|XP_002295490.1|,gi|209583521|gb|ACI64207.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.010	2	1.00e-5	1	1	2621
gi|224004586|ref|XP_002295944.1|,gi|209585976|gb|ACI64661.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.058	2	6.03e-5	1	1	2621
gi|223993283|ref|XP_002286325.1|,gi|220977640|gb|EED95966.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.017	2	1.73e-5	1	1	2621
gi|224004608|ref|XP_002295955.1|,gi|209585987|gb|ACI64672.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.054	2	3.24e-5	1	1	2622
gi|224004620|ref|XP_002295961.1|,gi|209585993|gb|ACI64678.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.027	2	1.59e-5	1	1	2623
gi|224004690|ref|XP_002295996.1|,gi|209586028|gb|ACI64713.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.051	2	2.01e-5	2	1	2624
gi|224004692|ref|XP_002295997.1|,gi|209586029|gb|ACI64714.1|	human U6 snRNA-associated Sm-like protein LSm8-like protein [Thalassiosira pseudonana CCMP1335]	0.264	2	7.85e-5	2	2	2625
gi|224005396|ref|XP_002296349.1|,gi|209586381|gb|ACI65066.1|	human U6 snRNA-associated protein LSm8-like protein [Thalassiosira pseudonana CCMP1335]	0.264	2	7.85e-5	2	2	2625
gi|224004710|ref|XP_002296006.1|,gi|209586038|gb|ACI64723.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.035	2	1.09e-5	2	2	2626
gi|224004760|ref|XP_002296031.1|,gi|209586063|gb|ACI64748.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.036	2	1.66e-5	1	1	2627
gi|224005066|ref|XP_002296184.1|,gi|209586216|gb|ACI64901.1|	hypothetical protein THAPS_263182, partial [Thalassiosira pseudonana CCMP1335]	0.045	2	2.68e-5	1	1	2628
gi|224005088|ref|XP_002296195.1|,gi|209586227|gb|ACI64912.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.087	2	2.68e-5	2	2	2629
gi|224005116|ref|XP_002296209.1|,gi|209586241|gb|ACI64926.1|	aldo/keto reductase, partial [Thalassiosira pseudonana CCMP1335]	0.081	2	2.32e-5	2	2	2630
gi|224005282|ref|XP_002296292.1|,gi|209586324|gb|ACI65009.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.103	2	4.29e-5	2	2	2631
gi|224005310|ref|XP_002296306.1|,gi|209586338|gb|ACI65023.1|	nonsense mediated decay protein 3-like protein [Thalassiosira pseudonana CCMP1335]	0.045	2	1.39e-5	2	2	2632
gi|224005410|ref|XP_002296356.1|,gi|209586388|gb|ACI65073.1|	hypothetical protein THAPS_263321 [Thalassiosira pseudonana CCMP1335],hypothetical protein THAPS_263321, partial [Thalassiosira pseudonana CCMP1335]	0.053	2	2.11e-5	2	2	2633
gi|224005591|ref|XP_002291756.1|,gi|220972275|gb|EED90607.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.112	2	3.59e-5	2	2	2634
gi|224005597|ref|XP_002291759.1|,gi|220972278|gb|EED90610.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.024	2	1.54e-5	1	1	2635
gi|224005775|ref|XP_002291848.1|,gi|220972367|gb|EED90699.1|	probable metalloprotease, partial [Thalassiosira pseudonana CCMP1335]	0.008	2	8.57e-6	1	1	2636
gi|224005839|ref|XP_002291880.1|,gi|220972399|gb|EED90731.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.116	2	4.60e-5	2	2	2637
gi|224005997|ref|XP_002291959.1|,gi|220972478|gb|EED90810.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.056	2	1.81e-5	2	2	2638
gi|224006013|ref|XP_002291967.1|,gi|220972486|gb|EED90818.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.066	2	2.04e-5	2	2	2639
gi|224006033|ref|XP_002291977.1|,gi|220972496|gb|EED90828.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.049	2	2.27e-5	2	2	2640
gi|224006075|ref|XP_002291998.1|,gi|220972517|gb|EED90849.1|	hypothetical protein THAPSDRAFT_7516 [Thalassiosira pseudonana CCMP1335]	0.037	2	2.59e-5	1	1	2641
gi|224006115|ref|XP_002292018.1|,gi|220972537|gb|EED90869.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.019	2	1.59e-5	1	1	2642
gi|224006273|ref|XP_002292097.1|,gi|220972616|gb|EED90948.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.064	2	3.14e-5	1	1	2643
gi|224006289|ref|XP_002292105.1|,gi|220972624|gb|EED90956.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.029	2	2.17e-5	1	1	2644
gi|224006886|ref|XP_002292403.1|,gi|220972045|gb|EED90378.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.181	2	4.87e-5	2	2	2645
gi|224006950|ref|XP_002292435.1|,gi|220972077|gb|EED90410.1|	hypothetical protein THAPSDRAFT_263515, partial [Thalassiosira pseudonana CCMP1335]	0.138	2	4.60e-5	2	2	2646
gi|224007046|ref|XP_002292483.1|,gi|220972125|gb|EED90458.1|	hypothetical protein THAPSDRAFT_36291, partial [Thalassiosira pseudonana CCMP1335]	0.047	2	1.97e-5	2	2	2647
gi|224007164|ref|XP_002292542.1|,gi|220972184|gb|EED90517.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.061	2	1.75e-5	2	2	2648
gi|224007299|ref|XP_002292609.1|,gi|220971471|gb|EED89805.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.003	2	2.22e-6	1	1	2649
gi|224007339|ref|XP_002292629.1|,gi|220971491|gb|EED89825.1|	hypothetical protein THAPSDRAFT_263655, partial [Thalassiosira pseudonana CCMP1335]	0.065	2	2.37e-5	2	2	2650
gi|224007467|ref|XP_002292693.1|,gi|220971555|gb|EED89889.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.077	2	4.57e-5	1	1	2651
gi|224007511|ref|XP_002292715.1|,gi|220971577|gb|EED89911.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.020	2	6.75e-6	2	2	2652
gi|224007879|ref|XP_002292899.1|,gi|220971761|gb|EED90095.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.004	2	4.35e-6	1	0	2653
gi|224008000|ref|XP_002292959.1|,gi|220971085|gb|EED89420.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.190	2	7.93e-5	2	2	2654
gi|224008154|ref|XP_002293036.1|,gi|220971162|gb|EED89497.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.229	2	7.64e-5	2	2	2655
gi|224008230|ref|XP_002293074.1|,gi|220971200|gb|EED89535.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.201	2	5.59e-5	1	1	2656
gi|224008286|ref|XP_002293102.1|,gi|220971228|gb|EED89563.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.117	2	2.57e-5	2	2	2657
gi|224008284|ref|XP_002293101.1|,gi|220971227|gb|EED89562.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.162	2	3.54e-5	2	2	2657
gi|224008342|ref|XP_002293130.1|,gi|220971256|gb|EED89591.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.035	2	3.64e-5	1	1	2658
gi|224007978|ref|XP_002292948.1|,gi|220971074|gb|EED89409.1|	eukaryotic protein kinase, partial [Thalassiosira pseudonana CCMP1335]	0.030	2	3.17e-5	1	1	2658
gi|220971072|gb|EED89407.1|,gi|224007974|ref|XP_002292946.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.030	2	3.14e-5	1	1	2658
gi|224007980|ref|XP_002292949.1|,gi|220971075|gb|EED89410.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.030	2	3.07e-5	1	1	2658
gi|224010842|ref|XP_002294378.1|,gi|220969873|gb|EED88212.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.017	2	1.81e-5	1	1	2658
gi|224008570|ref|XP_002293244.1|,gi|220971370|gb|EED89705.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.014	2	5.93e-6	2	2	2659
gi|224008648|ref|XP_002293283.1|,gi|220971409|gb|EED89744.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.025	2	2.05e-5	2	2	2660
gi|224008863|ref|XP_002293390.1|,gi|220970790|gb|EED89126.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.040	2	7.33e-6	2	2	2661
gi|224008953|ref|XP_002293435.1|,gi|220970835|gb|EED89171.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.033	2	1.46e-5	2	2	2662
gi|224008977|ref|XP_002293447.1|,gi|220970847|gb|EED89183.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.053	2	2.46e-5	1	1	2663
gi|224009223|ref|XP_002293570.1|,gi|220970970|gb|EED89306.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.069	2	3.84e-5	1	1	2664
gi|224009383|ref|XP_002293650.1|,gi|220971050|gb|EED89386.1|	hypothetical protein THAPSDRAFT_269710 [Thalassiosira pseudonana CCMP1335]	0.086	2	2.11e-5	2	2	2665
gi|224009434|ref|XP_002293675.1|,gi|220970347|gb|EED88684.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.027	2	1.27e-5	1	1	2666
gi|224009516|ref|XP_002293716.1|,gi|220970388|gb|EED88725.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.079	2	4.68e-5	1	1	2667
gi|224009662|ref|XP_002293789.1|,gi|220970461|gb|EED88798.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.033	2	2.26e-5	1	1	2668
gi|224009772|ref|XP_002293844.1|,gi|220970516|gb|EED88853.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.116	2	3.03e-5	2	2	2669
gi|224009816|ref|XP_002293866.1|,gi|220970538|gb|EED88875.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.012	2	1.69e-5	1	0	2670
gi|224009922|ref|XP_002293919.1|,gi|220970591|gb|EED88928.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.010	2	5.43e-6	1	1	2671
gi|224009972|ref|XP_002293944.1|,gi|220970616|gb|EED88953.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.060	2	2.07e-5	2	2	2672
gi|224009992|ref|XP_002293954.1|,gi|220970626|gb|EED88963.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.041	2	1.37e-5	1	1	2673
gi|224010052|ref|XP_002293984.1|,gi|220970656|gb|EED88993.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.082	2	2.85e-5	2	2	2674
gi|224010209|ref|XP_002294062.1|,gi|220970079|gb|EED88417.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.068	2	3.17e-5	2	2	2675
gi|224010241|ref|XP_002294078.1|,gi|220970095|gb|EED88433.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.007	2	6.48e-6	1	1	2676
gi|224010395|ref|XP_002294155.1|,gi|220970172|gb|EED88510.1|	3',5'-cyclic nucleotide phosphodiesterase [Thalassiosira pseudonana CCMP1335]	0.023	2	2.41e-5	1	1	2677
gi|224010569|ref|XP_002294242.1|,gi|220970259|gb|EED88597.1|	monogalactosyldiacylglycerol synthase, partial [Thalassiosira pseudonana CCMP1335]	0.068	2	2.01e-5	2	2	2678
gi|224010571|ref|XP_002294243.1|,gi|220970260|gb|EED88598.1|	hypothetical protein THAPSDRAFT_264316, partial [Thalassiosira pseudonana CCMP1335]	0.032	2	2.24e-5	1	1	2679
gi|224010870|ref|XP_002294392.1|,gi|220969887|gb|EED88226.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.122	2	6.36e-5	2	2	2680
gi|224010908|ref|XP_002294411.1|,gi|220969906|gb|EED88245.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.108	2	2.81e-5	2	2	2681
gi|224011014|ref|XP_002294464.1|,gi|220969959|gb|EED88298.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.135	2	2.95e-5	2	2	2682
gi|224011126|ref|XP_002294520.1|,gi|220970015|gb|EED88354.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.002	2	2.49e-6	1	1	2683
gi|224011301|ref|XP_002295425.1|,gi|209583456|gb|ACI64142.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.031	2	2.15e-5	1	1	2684
gi|224011471|ref|XP_002295510.1|,gi|209583541|gb|ACI64227.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.124	2	4.93e-5	2	2	2685
gi|224011481|ref|XP_002295515.1|,gi|209583546|gb|ACI64232.1|	integrin domain-containing protein, partial [Thalassiosira pseudonana CCMP1335]	0.031	2	2.36e-5	1	1	2686
gi|224011701|ref|XP_002295625.1|,gi|209583656|gb|ACI64342.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.051	2	2.02e-5	2	2	2687
gi|224011743|ref|XP_002295646.1|,gi|209583677|gb|ACI64363.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.037	2	2.22e-5	1	1	2688
gi|224011745|ref|XP_002295647.1|,gi|209583678|gb|ACI64364.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.024	2	1.35e-5	1	1	2689
gi|224011828|ref|XP_002294567.1|,gi|220969587|gb|EED87927.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.028	2	1.22e-5	2	2	2690
gi|224011976|ref|XP_002294641.1|,gi|220969661|gb|EED88001.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.017	2	1.17e-5	1	1	2691
gi|224012158|ref|XP_002294732.1|,gi|220969752|gb|EED88092.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.010	2	7.16e-6	1	1	2692
gi|224012174|ref|XP_002294740.1|,gi|220969760|gb|EED88100.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.047	2	1.58e-5	2	2	2693
gi|224012194|ref|XP_002294750.1|,gi|220969770|gb|EED88110.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.078	2	3.60e-5	1	1	2694
gi|224012232|ref|XP_002294769.1|,gi|220969789|gb|EED88129.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.023	2	9.53e-6	2	2	2695
gi|224012268|ref|XP_002294787.1|,gi|220969807|gb|EED88147.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.024	2	1.70e-5	1	1	2696
gi|224012335|ref|XP_002294820.1|,gi|220969259|gb|EED87600.1|	ABC transporter, partial [Thalassiosira pseudonana CCMP1335]	0.016	2	7.11e-6	2	2	2697
gi|224012399|ref|XP_002294852.1|,gi|220969291|gb|EED87632.1|	hypothetical protein THAPSDRAFT_25719 [Thalassiosira pseudonana CCMP1335]	0.030	2	1.69e-5	2	1	2698
gi|224012960|ref|XP_002295132.1|,gi|220969094|gb|EED87436.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.010	2	7.59e-6	1	1	2699
gi|224013020|ref|XP_002295162.1|,gi|220969124|gb|EED87466.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.066	2	2.27e-5	2	2	2700
gi|224013134|ref|XP_002295219.1|,gi|220969181|gb|EED87523.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.070	2	1.56e-5	2	2	2701
gi|224013160|ref|XP_002295232.1|,gi|220969194|gb|EED87536.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.035	2	1.71e-5	2	1	2702
gi|224013251|ref|XP_002295277.1|,gi|220969000|gb|EED87343.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.034	2	2.04e-5	2	2	2703
gi|224013323|ref|XP_002295313.1|,gi|220969036|gb|EED87379.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.346	2	1.03e-4	2	2	2704
gi|220968999|gb|EED87342.1|,gi|224013249|ref|XP_002295276.1|	tim9-like protein, partial [Thalassiosira pseudonana CCMP1335]	0.333	2	9.91e-5	2	2	2704
gi|224013379|ref|XP_002295341.1|,gi|220969064|gb|EED87407.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.019	2	1.29e-5	1	1	2705
gi|224013450|ref|XP_002296389.1|,gi|220968741|gb|EED87085.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.242	2	6.94e-5	2	2	2706
gi|224013530|ref|XP_002296429.1|,gi|220968781|gb|EED87125.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.006	2	5.37e-6	1	1	2707
gi|224013642|ref|XP_002296485.1|,gi|220968837|gb|EED87181.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.052	2	1.87e-5	2	2	2708
gi|224013706|ref|XP_002296517.1|,gi|220968869|gb|EED87213.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.051	2	3.04e-5	1	1	2709
gi|224013902|ref|XP_002296615.1|,gi|220968967|gb|EED87311.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.063	2	1.70e-5	2	2	2710
gi|224014312|ref|XP_002296819.1|,gi|220968674|gb|EED87020.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.105	2	3.78e-5	2	2	2711
gi|224015202|ref|XP_002297259.1|,gi|220968053|gb|EED86409.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.070	2	3.64e-5	1	1	2712
gi|224015439|ref|XP_002297374.1|,gi|220967974|gb|EED86337.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.056	2	4.27e-5	1	0	2713
gi|224015545|ref|XP_002297424.1|,gi|220967925|gb|EED86294.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.075	2	5.24e-5	1	1	2714
gi|224015576|ref|XP_002297439.1|,gi|220967886|gb|EED86256.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.170	2	5.44e-5	1	1	2715
gi|224015760|ref|XP_002297528.1|,gi|220967792|gb|EED86168.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.072	2	2.51e-5	2	0	2716
gi|224015804|ref|XP_002297550.1|,gi|220967814|gb|EED86190.1|,gi|118411108|ref|YP_874502.1|,gi|223634996|sp|A0T0P0.1|ATPH_THAPS,gi|2050584471|gb|QWM93012.1|,gi|116739855|gb|ABK20725.1|	predicted protein [Thalassiosira pseudonana CCMP1335],ATP synthase CF0 C subunit (chloroplast) [Thalassiosira pseudonana],RecName: Full=ATP synthase subunit c, chloroplastic; AltName: Full=ATP synthase F(0) sector subunit c; AltName: Full=ATPase subunit III; AltName: Full=F-type ATPase subunit c; Short=F-ATPase subunit c; AltName: Full=Lipid-binding protein,CF0 subunit III of ATP synthase (chloroplast) [Thalassiosira pseudonana],ATP synthase CF0 C chain subunit III (chloroplast) [Thalassiosira pseudonana]	0.500	2	1.02e-4	2	2	2717
gi|224015840|ref|XP_002297566.1|,gi|220967754|gb|EED86134.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.047	2	1.44e-5	2	1	2718
gi|224010697|ref|XP_002294306.1|,gi|220970323|gb|EED88661.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.033	2	1.03e-5	2	1	2718
gi|225382100|gb|ACN89262.1|	argonaute-like protein [Thalassiosira pseudonana]	0.011	2	6.82e-6	1	1	2719
gi|220977914|gb|EED96240.1|,gi|223993831|ref|XP_002286599.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.015	2	8.65e-6	1	1	2719
